countryname,indicatorname,year,value
Tonga,GDP per capita (current US$),1991,1387.15207595548
Tonga,GDP per capita (current US$),1992,1436.43737280128
Tonga,GDP per capita (current US$),1993,1449.67010418565
Tonga,GDP per capita (current US$),1994,2025.29257550256
Tonga,GDP per capita (current US$),1995,2112.30708347296
Tonga,GDP per capita (current US$),1996,2283.1905722438
Tonga,GDP per capita (current US$),1997,2197.90651900772
Tonga,GDP per capita (current US$),1998,1946.49099228401
Tonga,GDP per capita (current US$),1999,1998.70122173604
Tonga,GDP per capita (current US$),2000,1926.73250177648
Tonga,GDP per capita (current US$),2001,1697.00407228201
Tonga,GDP per capita (current US$),2002,1836.29040439251
Tonga,GDP per capita (current US$),2003,2089.21704269256
Tonga,GDP per capita (current US$),2004,2357.14647444959
Tonga,GDP per capita (current US$),2005,2565.38579890356
Tonga,GDP per capita (current US$),2006,2837.07547156741
Tonga,GDP per capita (current US$),2007,2932.96275815712
Tonga,GDP per capita (current US$),2008,3307.28239321081
Tonga,GDP per capita (current US$),2009,3106.90237557772
Tonga,GDP per capita (current US$),2010,3557.73718366504
Tuvalu,GDP per capita (current US$),1990,980.091763453079
Tuvalu,GDP per capita (current US$),1991,1034.17492439006
Tuvalu,GDP per capita (current US$),1992,1070.26294997103
Tuvalu,GDP per capita (current US$),1993,1052.80114950573
Tuvalu,GDP per capita (current US$),1994,1184.93871452169
Tuvalu,GDP per capita (current US$),1995,1194.93654652253
Tuvalu,GDP per capita (current US$),1996,1331.51987962636
Tuvalu,GDP per capita (current US$),1997,1366.0027936087
Tuvalu,GDP per capita (current US$),1998,1366.76728008263
Tuvalu,GDP per capita (current US$),1999,1460.07036174034
Tuvalu,GDP per capita (current US$),2000,1458.94942044243
Tuvalu,GDP per capita (current US$),2001,1393.33279132545
Tuvalu,GDP per capita (current US$),2002,1621.33358266022
Tuvalu,GDP per capita (current US$),2003,1901.03347628001
Tuvalu,GDP per capita (current US$),2004,2232.60251748372
Tuvalu,GDP per capita (current US$),2005,2252.89288563217
Tuvalu,GDP per capita (current US$),2006,2353.35608772946
Tuvalu,GDP per capita (current US$),2007,2768.37095732057
Tuvalu,GDP per capita (current US$),2008,3094.62809172302
Tuvalu,GDP per capita (current US$),2009,2763.16030537848
Tuvalu,GDP per capita (current US$),2010,3238.37576273905
Vanuatu,GDP per capita (current US$),1990,1080.23027793686
Vanuatu,GDP per capita (current US$),1991,1252.62792347311
Vanuatu,GDP per capita (current US$),1992,1263.46339917558
Vanuatu,GDP per capita (current US$),1993,1176.87045190412
Vanuatu,GDP per capita (current US$),1994,1335.2516673912
Vanuatu,GDP per capita (current US$),1995,1390.32142269372
Vanuatu,GDP per capita (current US$),1996,1427.09417334451
Vanuatu,GDP per capita (current US$),1997,1462.19641722643
Vanuatu,GDP per capita (current US$),1998,1472.99017694457
Vanuatu,GDP per capita (current US$),1999,1477.83367296016
Vanuatu,GDP per capita (current US$),2000,1469.88886214487
Vanuatu,GDP per capita (current US$),2001,1362.61612844148
Vanuatu,GDP per capita (current US$),2002,1353.9278386398
Vanuatu,GDP per capita (current US$),2003,1580.51066802466
Vanuatu,GDP per capita (current US$),2004,1787.9382648014
Vanuatu,GDP per capita (current US$),2005,1886.38830966499
Vanuatu,GDP per capita (current US$),2006,2047.08828520065
Vanuatu,GDP per capita (current US$),2007,2393.3346212201
Vanuatu,GDP per capita (current US$),2008,2698.02124012432
Vanuatu,GDP per capita (current US$),2009,2643.47578534313
Vanuatu,GDP per capita (current US$),2010,2965.75223011673
Vietnam,GDP per capita (current US$),1990,98.0318690016233
Vietnam,GDP per capita (current US$),1991,142.965889882784
Vietnam,GDP per capita (current US$),1992,144.148658604128
Vietnam,GDP per capita (current US$),1993,189.260516107791
Vietnam,GDP per capita (current US$),1994,229.954805103072
Vietnam,GDP per capita (current US$),1995,288.020277867905
Vietnam,GDP per capita (current US$),1996,337.05006283199
Vietnam,GDP per capita (current US$),1997,361.25448830082
Vietnam,GDP per capita (current US$),1998,360.600798022492
Vietnam,GDP per capita (current US$),1999,374.476420064783
Vietnam,GDP per capita (current US$),2000,433.3337076797
Vietnam,GDP per capita (current US$),2001,448.882279778256
Vietnam,GDP per capita (current US$),2002,477.105876263106
Vietnam,GDP per capita (current US$),2003,530.861849364997
Vietnam,GDP per capita (current US$),2004,606.904378261988
Vietnam,GDP per capita (current US$),2005,699.499778976363
Vietnam,GDP per capita (current US$),2006,796.671573774518
Vietnam,GDP per capita (current US$),2007,919.209265568078
Vietnam,GDP per capita (current US$),2008,1164.61252461712
Vietnam,GDP per capita (current US$),2009,1232.36967118834
Vietnam,GDP per capita (current US$),2010,1333.58352635481
Afghanistan,Health expenditure per capita (current US$),2002,15.80370424
Afghanistan,Health expenditure per capita (current US$),2003,19.85694356
Afghanistan,Health expenditure per capita (current US$),2004,21.51116885
Afghanistan,Health expenditure per capita (current US$),2005,23.31430901
Afghanistan,Health expenditure per capita (current US$),2006,25.16211067
Afghanistan,Health expenditure per capita (current US$),2007,33.16569259
Afghanistan,Health expenditure per capita (current US$),2008,38.28061081
Afghanistan,Health expenditure per capita (current US$),2009,38.49537496
Afghanistan,Health expenditure per capita (current US$),2010,47.87693003
Bangladesh,Health expenditure per capita (current US$),1995,11.1189743
Bangladesh,Health expenditure per capita (current US$),1996,11.24924942
Bangladesh,Health expenditure per capita (current US$),1997,8.45283814
Bangladesh,Health expenditure per capita (current US$),1998,8.54611826
Bangladesh,Health expenditure per capita (current US$),1999,8.86107608
Bangladesh,Health expenditure per capita (current US$),2000,9.05065324
Bangladesh,Health expenditure per capita (current US$),2001,9.57052419
Bangladesh,Health expenditure per capita (current US$),2002,10.27460596
Bangladesh,Health expenditure per capita (current US$),2003,10.80218157
Bangladesh,Health expenditure per capita (current US$),2004,11.92708522
Bangladesh,Health expenditure per capita (current US$),2005,12.41791943
Bangladesh,Health expenditure per capita (current US$),2006,13.50581614
Bangladesh,Health expenditure per capita (current US$),2007,15.2556323
Bangladesh,Health expenditure per capita (current US$),2008,17.62900088
Bangladesh,Health expenditure per capita (current US$),2009,19.8729368
Bangladesh,Health expenditure per capita (current US$),2010,23.21265948
Bhutan,Health expenditure per capita (current US$),1995,22.8442782
Bhutan,Health expenditure per capita (current US$),1996,38.04856853
Bhutan,Health expenditure per capita (current US$),1997,50.30467013
Bhutan,Health expenditure per capita (current US$),1998,49.74897226
Bhutan,Health expenditure per capita (current US$),1999,51.4905143
Bhutan,Health expenditure per capita (current US$),2000,52.2768137
Bhutan,Health expenditure per capita (current US$),2001,50.7275577
Bhutan,Health expenditure per capita (current US$),2002,70.74812938
Bhutan,Health expenditure per capita (current US$),2003,51.04597434
Bhutan,Health expenditure per capita (current US$),2004,48.86175631
Bhutan,Health expenditure per capita (current US$),2005,66.47686997
Bhutan,Health expenditure per capita (current US$),2006,71.0632863
Bhutan,Health expenditure per capita (current US$),2007,103.51123809
Bhutan,Health expenditure per capita (current US$),2008,114.38905608
Bhutan,Health expenditure per capita (current US$),2009,100.20007349
Bhutan,Health expenditure per capita (current US$),2010,114.39934512
Brunei Darussalam,Health expenditure per capita (current US$),1995,472.87608436
Brunei Darussalam,Health expenditure per capita (current US$),1996,626.53608969
Brunei Darussalam,Health expenditure per capita (current US$),1997,623.29714294
Brunei Darussalam,Health expenditure per capita (current US$),1998,566.25679118
Brunei Darussalam,Health expenditure per capita (current US$),1999,580.38402955
Brunei Darussalam,Health expenditure per capita (current US$),2000,543.43193622
Brunei Darussalam,Health expenditure per capita (current US$),2001,525.01802749
Brunei Darussalam,Health expenditure per capita (current US$),2002,525.858593
Brunei Darussalam,Health expenditure per capita (current US$),2003,574.83129904
Brunei Darussalam,Health expenditure per capita (current US$),2004,657.82176241
Brunei Darussalam,Health expenditure per capita (current US$),2005,671.41210724
Brunei Darussalam,Health expenditure per capita (current US$),2006,680.287436
Brunei Darussalam,Health expenditure per capita (current US$),2007,738.1371667
Brunei Darussalam,Health expenditure per capita (current US$),2008,820.58372564
Brunei Darussalam,Health expenditure per capita (current US$),2009,766.30796576
Brunei Darussalam,Health expenditure per capita (current US$),2010,844.0727216
Cambodia,Health expenditure per capita (current US$),1995,16.95654331
Cambodia,Health expenditure per capita (current US$),1996,22.80050168
Cambodia,Health expenditure per capita (current US$),1997,19.0396072
Cambodia,Health expenditure per capita (current US$),1998,15.87288078
Cambodia,Health expenditure per capita (current US$),1999,16.26814729
Cambodia,Health expenditure per capita (current US$),2000,17.45969224
Cambodia,Health expenditure per capita (current US$),2001,18.08916318
Cambodia,Health expenditure per capita (current US$),2002,19.93464528
Cambodia,Health expenditure per capita (current US$),2003,24.11555285
Cambodia,Health expenditure per capita (current US$),2004,25.73593323
Cambodia,Health expenditure per capita (current US$),2005,27.16969704
Cambodia,Health expenditure per capita (current US$),2006,22.51567597
Cambodia,Health expenditure per capita (current US$),2007,21.91059883
Cambodia,Health expenditure per capita (current US$),2008,40.54435594
Cambodia,Health expenditure per capita (current US$),2009,46.03716198
Cambodia,Health expenditure per capita (current US$),2010,45.5484699
China,Health expenditure per capita (current US$),1995,20.74271133
China,Health expenditure per capita (current US$),1996,25.97525599
China,Health expenditure per capita (current US$),1997,30.51117097
China,Health expenditure per capita (current US$),1998,34.92657213
China,Health expenditure per capita (current US$),1999,38.19567923
China,Health expenditure per capita (current US$),2000,43.0257289
China,Health expenditure per capita (current US$),2001,46.8808979
China,Health expenditure per capita (current US$),2002,53.69986898
China,Health expenditure per capita (current US$),2003,60.7147926
China,Health expenditure per capita (current US$),2004,69.59153718
China,Health expenditure per capita (current US$),2005,79.72724348
China,Health expenditure per capita (current US$),2006,92.57459188
China,Health expenditure per capita (current US$),2007,113.38614393
China,Health expenditure per capita (current US$),2008,154.93177632
China,Health expenditure per capita (current US$),2009,188.98104243
China,Health expenditure per capita (current US$),2010,215.82446703
Fiji,Health expenditure per capita (current US$),1995,79.03331503
Fiji,Health expenditure per capita (current US$),1996,88.79112652
Fiji,Health expenditure per capita (current US$),1997,93.2512631
Fiji,Health expenditure per capita (current US$),1998,65.9663532
Fiji,Health expenditure per capita (current US$),1999,75.73947566
Fiji,Health expenditure per capita (current US$),2000,80.27137161
Fiji,Health expenditure per capita (current US$),2001,66.87968791
Fiji,Health expenditure per capita (current US$),2002,78.60440577
Fiji,Health expenditure per capita (current US$),2003,95.01010817
Fiji,Health expenditure per capita (current US$),2004,120.37024672
Fiji,Health expenditure per capita (current US$),2005,131.89022088
Fiji,Health expenditure per capita (current US$),2006,143.73790528
Fiji,Health expenditure per capita (current US$),2007,152.45247039
Fiji,Health expenditure per capita (current US$),2008,153.58720377
Fiji,Health expenditure per capita (current US$),2009,143.38044771
Fiji,Health expenditure per capita (current US$),2010,154.29097272
India,Health expenditure per capita (current US$),1995,16.08837397
India,Health expenditure per capita (current US$),1996,16.2261044
India,Health expenditure per capita (current US$),1997,18.77417135
India,Health expenditure per capita (current US$),1998,18.84084998
India,Health expenditure per capita (current US$),1999,18.68343736
India,Health expenditure per capita (current US$),2000,20.05424882
India,Health expenditure per capita (current US$),2001,21.42583107
India,Health expenditure per capita (current US$),2002,21.58578096
India,Health expenditure per capita (current US$),2003,24.26355967
India,Health expenditure per capita (current US$),2004,29.38683698
India,Health expenditure per capita (current US$),2005,32.00315302
India,Health expenditure per capita (current US$),2006,33.87225542
India,Health expenditure per capita (current US$),2007,41.0059803
India,Health expenditure per capita (current US$),2008,43.97846848
India,Health expenditure per capita (current US$),2009,45.57564358
India,Health expenditure per capita (current US$),2010,53.99506316
Indonesia,Health expenditure per capita (current US$),1995,20.25538382
Indonesia,Health expenditure per capita (current US$),1996,22.94590283
Indonesia,Health expenditure per capita (current US$),1997,20.75184049
Indonesia,Health expenditure per capita (current US$),1998,9.73631974
Indonesia,Health expenditure per capita (current US$),1999,15.50137067
Indonesia,Health expenditure per capita (current US$),2000,15.45551953
Indonesia,Health expenditure per capita (current US$),2001,16.90277485
Indonesia,Health expenditure per capita (current US$),2002,20.34778272
Indonesia,Health expenditure per capita (current US$),2003,27.26842071
Indonesia,Health expenditure per capita (current US$),2004,27.48043873
Indonesia,Health expenditure per capita (current US$),2005,35.52433938
Indonesia,Health expenditure per capita (current US$),2006,46.51232129
Indonesia,Health expenditure per capita (current US$),2007,57.98078755
Indonesia,Health expenditure per capita (current US$),2008,61.11902865
Indonesia,Health expenditure per capita (current US$),2009,64.19561211
Indonesia,Health expenditure per capita (current US$),2010,85.98546631
Japan,Health expenditure per capita (current US$),1995,2924.01361571
